playerid,name,twit_url,twit_handle,insta_url,insta_handle,twit_id,twit_followers_count,twit_tweet_count,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Guaranteed
203939,Dwight Powell,https://twitter.com/DwightPowell33,DwightPowell33,https://instagram.com/dwightpowell,dwightpowell,2445047678,16115,94,11000000.0,11814815.0,0.0,0.0,0.0,0.0,22814815.0
1630182,Josh Green,https://twitter.com/JoshBGreen,JoshBGreen,https://instagram.com/joshgreen,joshgreen,3255273577,24160,1736,2957520.0,3098400.0,4765339.0,0.0,0.0,0.0,6055920.0
1629650,Moses Brown,https://twitter.com/MosesBrown_,MosesBrown_,https://instagram.com/moses_tv,moses_tv,1032124585880248320,1076,24,1701593.0,1846738.0,1997718.0,0.0,0.0,0.0,0.0
1627827,Dorian Finney-Smith,https://twitter.com/doefinney_10,doefinney_10,https://instagram.com/doedoe_10,doedoe_10,3613501949,15096,228,4000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0
203501,Tim Hardaway Jr.,https://twitter.com/t_hardjr,HardawaySr,https://www.instagram.com/timmyjr10,timmyjr10,1042558487429967872,3550,304,21306816.0,19602273.0,17897728.0,16193183.0,0.0,0.0,75000000.0
1628973,Jalen Brunson,https://twitter.com/jalenbrunson1,jalenbrunson1,https://instagram.com/jalenbrunson1,jalenbrunson1,1463892300,48958,4657,1802057.0,0.0,0.0,0.0,0.0,0.0,0.0
1628373,Frank Ntilikina,https://twitter.com/FrankLikina,FrankLikina,https://instagram.com/frank_ntilikina,frank_ntilikina,772164285388709888,86312,594,1789256.0,2036318.0,0.0,0.0,0.0,0.0,1789256.0
1629033,Theo Pinson,https://twitter.com/tpinsonn,tpinsonn,https://instagram.com/tpinsonn,tpinsonn,257492235,80577,7951,106352.0,0.0,0.0,0.0,0.0,0.0,394152.0
203493,Reggie Bullock,https://twitter.com/ReggieBullock35,ReggieBullock35,https://instagram.com/y0bull,y0bull,91225009,100471,16562,9536000.0,10012800.0,10489600.0,0.0,0.0,0.0,25000000.0
1627737,Marquese Chriss,https://twitter.com/quese,quese,https://instagram.com/quese,quese,1039001280,34052,22148,3834116.0,8775680.0,0.0,0.0,0.0,0.0,13947280.0
1628467,Maxi Kleber,https://twitter.com/MaxiKleber,MaxiKleber,https://instagram.com/maximilian.kleber,maximilian.kleber,888161623155896321,15826,28,8750000.0,9000000.0,0.0,0.0,0.0,0.0,8750000.0
1626246,Boban Marjanovic,https://twitter.com/BobanMarjanovic,BobanMarjanovic,https://instagram.com/boban,boban,1031967637561954304,108401,210,3500000.0,3500000.0,0.0,0.0,0.0,0.0,7000000.0
1629029,Luka Doncic,https://twitter.com/luka7doncic,luka7doncic,https://instagram.com/lukadoncic,lukadoncic,460116210,1428077,4325,10174391.0,35700000.0,38556000.0,41412000.0,44268000.0,47124000.0,217234391.0
1628978,Donte DiVincenzo,https://twitter.com/Divincenzo,Divincenzo,https://instagram.com/divincenzo,divincenzo,1248694675453681665,14857,160,4675830.0,0.0,0.0,0.0,0.0,0.0,4675830.0
201588,George Hill,https://twitter.com/George_Hill3,George_Hill3,https://instagram.com/indianageorge3,indianageorge3,87080278,230279,13339,8000000.0,8000000.0,0.0,0.0,0.0,0.0,9275491.0
203918,Rodney Hood,https://twitter.com/rodneyhood,rodneyhood,https://instagram.com/hoodie5,hoodie5,4837832648,47341,107,2239544.0,0.0,0.0,0.0,0.0,0.0,2239544.0
1628960,Grayson Allen,https://twitter.com/GraysonJAllen,GraysonJAllen,https://instagram.com/graysonjallen,graysonjallen,608751926,257488,4945,4054695.0,9615385.0,10384615.0,0.0,0.0,0.0,24054695.0
1626171,Bobby Portis,https://twitter.com/BPortistime,BPortistime,https://instagram.com/bportistime,bportistime,294380360,146303,5302,4347600.0,4564980.0,0.0,0.0,0.0,0.0,4347600.0
201572,Brook Lopez,https://twitter.com/RealBrookLopez,RealBrookLopez,,,626498180,1524,72,13302325.0,13906976.0,0.0,0.0,0.0,0.0,27209301.0
1629670,Jordan Nwora,https://twitter.com/JordanNwora,JordanNwora,https://instagram.com/jordannwora,jordannwora,585978299,30465,5421,1517981.0,0.0,0.0,0.0,0.0,0.0,1517981.0
201950,Jrue Holiday,https://twitter.com/Jrue_Holiday11,Jrue_Holiday11,https://instagram.com/jrue_holiday11,jrue_holiday11,309516587,186729,3537,30133333.0,32393333.0,34653333.0,36913333.0,0.0,0.0,97179999.0
203114,Khris Middleton,https://twitter.com/Khris22m,Khris22m,https://instagram.com/k_mid22,k_mid22,58667088,104505,2813,35500000.0,37948276.0,40396552.0,0.0,0.0,0.0,73448276.0
202083,Wesley Matthews,https://twitter.com/WessyWes23,WessyWes23,https://instagram.com/wessywes23,wessywes23,232049361,248746,6473,1958501.0,0.0,0.0,0.0,0.0,0.0,0.0
1626192,Pat Connaughton,https://twitter.com/pconnaughton,pconnaughton,https://instagram.com/patconnaughton,patconnaughton,347265384,74709,6688,5333333.0,5728395.0,0.0,0.0,0.0,0.0,5333333.0
1629623,Lindell Wigginton,https://twitter.com/Lwigginton5,Lwigginton5,https://instagram.com/rnstmojo,rnstmojo,371045117,10028,6911,53176.0,,,,,,
203507,Giannis Antetokounmpo,https://twitter.com/Giannis_An34,Giannis_An34,https://instagram.com/Giannis_An34,Giannis_An34,2279776304,2109122,1609,39344970.0,42492568.0,45640165.0,48787763.0,51935360.0,0.0,176265466.0
1628400,Semi Ojeleye,https://twitter.com/semi,semi,https://instagram.com/semi,semi,137583689,34436,719,1789256.0,0.0,0.0,0.0,0.0,0.0,1789256.0
203648,Thanasis Antetokounmpo,https://twitter.com/Thanasis_ante43,Thanasis_ante43,https://instagram.com/thanasis_ante43,thanasis_ante43,334629775,82770,9536,1729217.0,1878720.0,0.0,0.0,0.0,0.0,1729217.0
1630572,Sandro Mamukelashvili,https://twitter.com/Mamukelashvili5,Mamukelashvili5,https://instagram.com/ma23mu,ma23mu,3080415491,7303,2070,53176.0,,,,,,
1630210,Markus Howard,https://twitter.com/markushoward11,markushoward11,https://instagram.com/markus.howard,markus.howard,515871694,11098,4621,53176.0,,,,,,
203210,JaMychal Green,https://twitter.com/Jmyke1,Jmyke1,https://instagram.com/roadtoriches_0,roadtoriches_0,171774400,17653,14236,8292683.0,8707317.0,0.0,0.0,0.0,0.0,17000000.0
1629008,Michael Porter Jr.,,,https://instagram.com/mpj,mpj,0,0,0,5258735.0,29750000.0,32130000.0,34510000.0,36890000.0,39270000.0,150538735.0
1630538,Bones Hyland,https://twitter.com/BizzyBones11,BizzyBones11,,,2276214167,23697,7194,2096880.0,2201400.0,2306400.0,4158439.0,0.0,0.0,4298280.0
202326,DeMarcus Cousins,https://twitter.com/boogiecousins,boogiecousins,https://instagram.com/boogiecousins,boogiecousins,132752344,1250353,6131,2277318.0,0.0,0.0,0.0,0.0,0.0,1214569.0
203115,Will Barton,https://twitter.com/WillTheThrillB5,WillTheThrillB5,https://www.instagram.com/willthethrillb5,willthethrillb5,529603839,46397,10990,15384615.0,16615385.0,0.0,0.0,0.0,0.0,32000000.0
1630267,Facundo Campazzo,https://twitter.com/facucampazzo,facucampazzo,https://instagram.com/facucampazzo,facucampazzo,351118737,394311,3710,3804150.0,0.0,0.0,0.0,0.0,0.0,3804150.0
1627854,Bryn Forbes,https://twitter.com/BrynjForbes,BrynjForbes,https://instagram.com/brynforbes,brynforbes,510401871,20775,1124,53176.0,,,,,,
1628432,Davon Reed,https://twitter.com/ClutchREED_5,ClutchREED_5,https://instagram.com/clutchreed_5,clutchreed_5,369682039,5210,19476,159528.0,0.0,0.0,0.0,0.0,0.0,858492.0
1628420,Monte Morris,https://twitter.com/BigGameTae,BigGameTae,https://instagram.com/biggametae,biggametae,1108090623884705794,20246,2018,8333333.0,9000000.0,9666667.0,0.0,0.0,0.0,27000000.0
203999,Nikola Jokic,https://twitter.com/JokicNikola15,JokicNikola15,https://instagram.com/nikolajokicofficial,nikolajokicofficial,1283904777492017160,561,0,30510423.0,32478837.0,0.0,0.0,0.0,0.0,62989260.0
1630192,Zeke Nnaji,https://twitter.com/ZekeNnaji_Hoopz,ZekeNnaji_Hoopz,https://instagram.com/zekennaji,zekennaji,725874444674187264,8104,497,2498760.0,2617800.0,4306281.0,0.0,0.0,0.0,5116560.0
203085,Austin Rivers,https://twitter.com/AustinRivers25,AustinRivers25,https://instagram.com/austinjrivers,austinjrivers,156521166,288147,3656,2401537.0,0.0,0.0,0.0,0.0,0.0,2401537.0
1627750,Jamal Murray,https://twitter.com/BeMore27,BeMore27,https://instagram.com/bemore27,bemore27,3184000707,264048,1073,31590000.0,33930000.0,36270000.0,38610000.0,0.0,0.0,140400000.0
1628427,Vlatko Cancar,https://twitter.com/CancarVlatko,CancarVlatko,https://instagram.com/cancar31,cancar31,975483243972751363,3691,141,1782621.0,0.0,0.0,0.0,0.0,0.0,0.0
201145,Jeff Green,https://twitter.com/unclejeffgreen,unclejeffgreen,https://instagram.com/unclejeffgreen,unclejeffgreen,363365354,155764,14539,4500000.0,4500000.0,0.0,0.0,0.0,0.0,4500000.0
203932,Aaron Gordon,https://twitter.com/Double0AG,Double0AG,https://instagram.com/aarongordon,aarongordon,614024492,198025,2533,16409091.0,19690909.0,21266182.0,22841455.0,22841455.0,0.0,80207637.0
1628975,Jevon Carter,https://twitter.com/nextlevel_03,nextlevel_03,https://instagram.com/nexylevel_03,nexylevel_03,1011647002776670209,25554,1537,3833333.0,4117284.0,0.0,0.0,0.0,0.0,7950617.0
1628971,Bruce Brown,https://twitter.com/BruceBrown11,BruceBrown11,https://instagram.com/brucebrown11,brucebrown11,362258536,11739,2474,4736102.0,0.0,0.0,0.0,0.0,0.0,4736102.0
201933,Blake Griffin,https://twitter.com/blakegriffin23,blakegriffin23,https://instagram.com/blakegriffin23,blakegriffin23,34430522,4477345,2833,64811634.0,0.0,0.0,0.0,0.0,0.0,32405817.0
1630561,David Duke Jr.,https://twitter.com/daviddukejr,daviddukejr,https://instagram.com/daviddukejr,daviddukejr,1431604940,8451,1770,53176.0,,,,,,
201142,Kevin Durant,https://twitter.com/KDTrey5,KDTrey5,https://instagram.com/easymoneysniper,easymoneysniper,35936474,19527561,24473,40918900.0,42969845.0,42969845.0,49856021.0,53282609.0,0.0,229997220.0
201988,Patty Mills,https://twitter.com/Patty_Mills,Patty_Mills,https://instagram.com/balapat,balapat,48176112,422879,16996,5890000.0,6184500.0,0.0,0.0,0.0,0.0,5890000.0
202681,Kyrie Irving,https://twitter.com/KyrieIrving,KyrieIrving,https://instagram.com/kyrieirving,kyrieirving,317370751,4385593,3352,34916200.0,36503300.0,0.0,0.0,0.0,0.0,34916200.0
203925,Joe Harris,,,https://instagram.com/joeharris__12,joeharris__12,0,0,0,17357143.0,18642857.0,19928571.0,0.0,0.0,0.0,55928571.0
201935,James Harden,https://twitter.com/JHarden13,JHarden13,https://instagram.com/jharden13,jharden13,50811932,7373953,13294,43848000.0,46872000.0,0.0,0.0,0.0,0.0,43848000.0
1630556,Kessler Edwards,https://twitter.com/KesslerEdwards,KesslerEdwards,https://instagram.com/kessleredwards,kessleredwards,718577268,2050,539,53176.0,,,,,,
201949,James Johnson,https://twitter.com/IamJJ16,IamJJ16,https://instagram.com/james16johnson_,james16johnson_,3033470114,26405,496,2641691.0,0.0,0.0,0.0,0.0,0.0,2641691.0
1630549,Day'Ron Sharpe,https://twitter.com/dayron_sharpe,dayron_sharpe,https://instagram.com/d.sharpe23,d.sharpe23,3355932731,5478,233,2009040.0,2109360.0,2210160.0,3989339.0,0.0,0.0,4118400.0
200746,LaMarcus Aldridge,https://twitter.com/aldridge_12,aldridge_12,https://instagram.com/aldridge_121,aldridge_121,248829112,748991,3480,2641691.0,0.0,0.0,0.0,0.0,0.0,2641691.0
1630560,Cam Thomas,https://twitter.com/24_camthomas,24_camthomas,https://instagram.com/cam.__thomas,cam.__thomas,3135356688,10724,958,2036280.0,2138160.0,2240040.0,4041032.0,0.0,0.0,4174440.0
200794,Paul Millsap,https://twitter.com/Paulmillsap4,Paulmillsap4,https://instagram.com/paulmillsap4,paulmillsap4,1009296320,73859,821,2641691.0,0.0,0.0,0.0,0.0,0.0,2641691.0
1629651,Nic Claxton,https://twitter.com/_claxton33,_claxton33,https://instagram.com/nicolasclaxton,nicolasclaxton,2287613209,12921,442,1782621.0,0.0,0.0,0.0,0.0,0.0,1782621.0
1627761,DeAndre' Bembry,,,https://instagram.com/fearthefro95,fearthefro95,0,0,0,1939350.0,0.0,0.0,0.0,0.0,0.0,750000.0
1630206,Jay Scrubb,https://twitter.com/jayscrubb,jayscrubb,https://instagram.com/jayscrubb,jayscrubb,758169362964643840,8541,1734,53176.0,,,,,,
202704,Reggie Jackson,https://twitter.com/Reggie_Jackson,Reggie_Jackson,https://instagram.com/reggie_jackson,reggie_jackson,266819783,114586,5121,10384500.0,11215260.0,0.0,0.0,0.0,0.0,21599760.0
202695,Kawhi Leonard,https://twitter.com/kawhileonard,kawhileonard,,,2584213500,475867,4,39344900.0,42492492.0,45640084.0,48787676.0,0.0,0.0,127477476.0
1630527,Brandon Boston Jr.,https://twitter.com/bboston_,bboston_,https://instagram.com/brandonboston,brandonboston,3426779775,29890,1207,925258.0,1563518.0,1836096.0,0.0,0.0,0.0,2488776.0
1628379,Luke Kennard,https://twitter.com/LukeKennard5,LukeKennard5,https://instagram.com/lukekennard5,lukekennard5,1708510310,91035,4090,12727273.0,13745455.0,14763636.0,14763636.0,0.0,0.0,41236364.0
1629599,Amir Coffey,https://twitter.com/coffeyshop_,coffeyshop_,https://instagram.com/coffeyshop,coffeyshop,532817694,9774,3342,53176.0,,,,,,
202694,Marcus Morris Sr.,https://twitter.com/MookMorris2,MookMorris2,https://instagram.com/foestar13,foestar13,143203547,154314,3752,53176.0,,,,,,
201586,Serge Ibaka,https://twitter.com/sergeibaka,sergeibaka,https://instagram.com/sergeibaka,sergeibaka,80480330,909519,7541,9742000.0,0.0,0.0,0.0,0.0,0.0,9742000.0
202339,Eric Bledsoe,https://twitter.com/EBled2,EBled2,https://instagram.com/thebledshow,thebledshow,98576365,235905,4688,18125000.0,19375000.0,0.0,0.0,0.0,0.0,22025000.0
202331,Paul George,https://twitter.com/Yg_Trece,Yg_Trece,https://instagram.com/ygtrece,ygtrece,53643297,2401180,16927,39344970.0,42492568.0,45640165.0,48787763.0,0.0,0.0,127477703.0
1629611,Terance Mann,https://twitter.com/terance_mann,terance_mann,https://instagram.com/terance,terance,920109486899105792,23411,2006,1782621.0,1930681.0,10576923.0,11423077.0,0.0,0.0,25713302.0
1630554,Jason Preston,https://twitter.com/Treballjay11,Treballjay11,https://instagram.com/jasonpreston0,jasonpreston0,1488144572,17447,4043,1062303.0,1563518.0,1836096.0,0.0,0.0,0.0,2625821.0
1626159,Justise Winslow,https://twitter.com/IAmJustise,IAmJustise,https://instagram.com/iamjustise,iamjustise,230278157,121376,9046,3902439.0,4097561.0,0.0,0.0,0.0,0.0,8000000.0
201587,Nicolas Batum,https://twitter.com/nicolas88batum,nicolas88batum,https://instagram.com/nicbatum88,nicbatum88,164326175,1016936,9149,24427014.0,24744016.0,0.0,0.0,0.0,0.0,21256985.0
1627826,Ivica Zubac,https://twitter.com/ivicazubac,ivicazubac,https://instagram.com/ivicazubac,ivicazubac,3081680043,112447,493,7518518.0,7518518.0,0.0,0.0,0.0,0.0,7518518.0
1630553,Keon Johnson,https://twitter.com/iamkeonjohnson,iamkeonjohnson,https://instagram.com/iamkeonjohnson,iamkeonjohnson,4093936519,9601,719,2553120.0,2681040.0,2808720.0,4474291.0,0.0,0.0,5234160.0
1628392,Isaiah Hartenstein,https://twitter.com/Ipjh55,Ipjh55,https://instagram.com/ipjh55,ipjh55,3855639340,5969,110,6861620.0,0.0,0.0,0.0,0.0,0.0,0.0
1628970,Miles Bridges,https://twitter.com/MilesBridges,MilesBridges,https://instagram.com/milesbridges,milesbridges,276259411,160834,19493,5421493.0,0.0,0.0,0.0,0.0,0.0,5421493.0
1630163,LaMelo Ball,https://twitter.com/MELOD1P,MELOD1P,https://instagram.com/melo,melo,1553895072,986673,2479,8231760.0,8623920.0,10900635.0,0.0,0.0,0.0,16855680.0
1626179,Terry Rozier,https://twitter.com/T_Rozzay3,T_Rozzay3,,,188120286,180365,23396,17905263.0,21486316.0,23205221.0,24924126.0,26643031.0,0.0,114163957.0
1630547,James Bouknight,https://twitter.com/jam3s210,jam3s210,https://instagram.com/james.bouknight,james.bouknight,3308384151,12930,646,4154400.0,4362240.0,4570080.0,6064496.0,0.0,0.0,8516640.0
1629667,Jalen McDaniels,https://twitter.com/jalenmcdaniels5,jalenmcdaniels5,https://instagram.com/jalenmcdaniels,jalenmcdaniels,292728194,3435,5201,1782621.0,1930681.0,0.0,0.0,0.0,0.0,0.0
202397,Ish Smith,https://twitter.com/IshSmith,IshSmith,https://instagram.com/ishsmith5,ishsmith5,925030084276301830,5360,53,4500000.0,4725000.0,0.0,0.0,0.0,0.0,4500000.0
1628998,Cody Martin,https://twitter.com/cody_martin15,cody_martin15,https://instagram.com/cody_martin15,cody_martin15,725760931616165889,5800,176,1782621.0,0.0,0.0,0.0,0.0,0.0,1782621.0
1626162,Kelly Oubre Jr.,https://twitter.com/KELLYOUBREJR,KELLYOUBREJR,https://instagram.com/kellyoubrejr,kellyoubrejr,273080747,141521,10654,12000000.0,12600000.0,0.0,0.0,0.0,0.0,17000000.0
1630208,Nick Richards,https://twitter.com/iamnickrichards,iamnickrichards,https://instagram.com/nickrichards_,nickrichards_,2459069099,42271,1409,1517981.0,1782621.0,0.0,0.0,0.0,0.0,1517981.0
1630575,Scottie Lewis,https://twitter.com/Scottie23L,Scottie23L,https://instagram.com/scottie.23,scottie.23,2993048559,10906,1168,53176.0,,,,,,
202330,Gordon Hayward,https://twitter.com/gordonhayward,gordonhayward,https://instagram.com/gordonhayward,gordonhayward,46704247,657341,2803,29900000.0,30100000.0,31500000.0,0.0,0.0,0.0,91500000.0
1630550,JT Thor,https://twitter.com/thorrjt,thorrjt,https://instagram.com/jt.bandz,jt.bandz,705482820064415744,4528,448,1250000.0,1563518.0,1836096.0,1988598.0,0.0,0.0,2813518.0
1630176,Vernon Carey Jr.,https://twitter.com/vernoncarey22,vernoncarey22,https://instagram.com/vernon,vernon,3460451776,21964,1325,1517981.0,1782621.0,1930681.0,0.0,0.0,0.0,3300602.0
1630539,Kai Jones,https://twitter.com/242_jones,242_jones,https://instagram.com/kaijones242,kaijones242,2296356569,6720,2809,2770560.0,2909160.0,3047760.0,4693550.0,0.0,0.0,5679720.0
203486,Mason Plumlee,https://twitter.com/masonplumlee,masonplumlee,https://instagram.com/masonplumlee,masonplumlee,190059955,82723,1465,8137500.0,8525000.0,0.0,0.0,0.0,0.0,16662500.0
1629023,P.J. Washington,https://twitter.com/PJWashington,PJWashington,https://instagram.com/pj_washington,pj_washington,898070401,96357,15054,4215120.0,5808435.0,0.0,0.0,0.0,0.0,10023555.0
1629083,Arnoldas Kulboka,https://twitter.com/kulboka98,kulboka98,https://instagram.com/kulboka8,kulboka8,2733285965,1740,265,53176.0,,,,,,
1626156,D'Angelo Russell,https://twitter.com/Dloading,Dloading,https://instagram.com/dloading,dloading,348288809,629857,1178,30013500.0,31377750.0,0.0,0.0,0.0,0.0,61391250.0
1630162,Anthony Edwards,https://twitter.com/theantedwards_,theantedwards_,https://instagram.com/theanthonyedwards_,theanthonyedwards_,889153467578798080,97438,331,10245480.0,10733400.0,13534817.0,0.0,0.0,0.0,20978880.0
1630183,Jaden McDaniels,https://twitter.com/Jmcdaniels7,Jmcdaniels7,https://instagram.com/therealjadenmcdaniels,therealjadenmcdaniels,3650897294,9913,338,2063280.0,2161440.0,3901399.0,0.0,0.0,0.0,4224720.0
1629669,Jaylen Nowell,https://twitter.com/JaylenNowell,JaylenNowell,https://instagram.com/jaylennowell,jaylennowell,1734299208,8008,1493,1782621.0,1930681.0,0.0,0.0,0.0,0.0,0.0
1627736,Malik Beasley,,,https://instagram.com/mbeasy5,mbeasy5,0,0,0,14391964.0,15458035.0,16524106.0,0.0,0.0,0.0,29849999.0
1629162,Jordan McLaughlin,https://twitter.com/itsmclaughlin11,itsmclaughlin11,https://instagram.com/itsmclaughlin11,itsmclaughlin11,214789418,6633,30899,1669178.0,1815677.0,1968182.0,0.0,0.0,0.0,5453037.0
1629020,Jarred Vanderbilt,https://twitter.com/JVando,JVando,https://instagram.com/jvando_,jvando_,320758559,50888,7934,4259259.0,4600000.0,4940741.0,0.0,0.0,0.0,13800000.0
1630195,Leandro Bolmaro,https://twitter.com/BolmaroLeandro,BolmaroLeandro,https://instagram.com/leandro_bolmaro,leandro_bolmaro,883774444656898049,16053,435,2353320.0,2471160.0,2588400.0,4392515.0,0.0,0.0,4824480.0
1627774,Jake Layman,https://twitter.com/JLayman10,JLayman10,https://instagram.com/j_lay_lay,j_lay_lay,560500094,17049,326,3940184.0,0.0,0.0,0.0,0.0,0.0,3940184.0
1629675,Naz Reid,https://twitter.com/NazReid,NazReid,https://instagram.com/hollywood.naz,hollywood.naz,2989872975,7055,2367,1782621.0,1930681.0,0.0,0.0,0.0,0.0,0.0
1627752,Taurean Prince,https://twitter.com/taureanprince,taureanprince,https://instagram.com/taureanprince,taureanprince,704143071248658432,14706,5085,15057692.0,0.0,0.0,0.0,0.0,0.0,15057692.0
1630233,Nathan Knight,https://twitter.com/nateknght,nateknght,https://instagram.com/nateknght,nateknght,3207459490,3779,312,53176.0,,,,,,
1629006,Josh Okogie,https://twitter.com/CallMe_NonStop,CallMe_NonStop,https://instagram.com/callme_nonstop,callme_nonstop,309810799,25729,9345,4087904.0,0.0,0.0,0.0,0.0,0.0,4087904.0
201976,Patrick Beverley,https://twitter.com/patbev21,patbev21,https://instagram.com/patbev21,patbev21,92337777,271487,9945,14320988.0,0.0,0.0,0.0,0.0,0.0,14320988.0
1630593,McKinley Wright IV,https://twitter.com/kin_wright25,kin_wright25,https://instagram.com/showtime_kin25,showtime_kin25,1069126440,9246,29998,53176.0,,,,,,
1626157,Karl-Anthony Towns,https://twitter.com/KarlTowns,KarlTowns,https://instagram.com/karltowns,karltowns,73495696,647106,6347,31610000.0,33790000.0,35970000.0,0.0,0.0,0.0,101370000.0
201609,Goran Dragic,https://twitter.com/Goran_Dragic,Goran_Dragic,https://instagram.com/the_1_dragon,the_1_dragon,356859571,373217,3312,19440000.0,0.0,0.0,0.0,0.0,0.0,19440000.0
1628384,OG Anunoby,https://twitter.com/OAnunoby,OAnunoby,https://instagram.com/oanunoby,oanunoby,330590874,54965,250,16071429.0,17357143.0,18642857.0,19928571.0,0.0,0.0,72000000.0
1630567,Scottie Barnes,https://twitter.com/ScottBarnes561,ScottBarnes561,https://instagram.com/ya.boy.scottie,ya.boy.scottie,3545045053,41122,266,7280520.0,7644720.0,8008560.0,10130828.0,0.0,0.0,14925240.0
1630173,Precious Achiuwa,https://twitter.com/PreciousAchiuwa,PreciousAchiuwa,https://instagram.com/PreciousAchiuwa,PreciousAchiuwa,3422695780,29150,355,2711280.0,2840160.0,4379527.0,0.0,0.0,0.0,5551440.0
1630551,Justin Champagnie,https://twitter.com/JusChampagnie,JusChampagnie,https://instagram.com/jchampagnie,jchampagnie,888390873196752897,4799,193,53176.0,,,,,,
1630525,David Johnson,https://twitter.com/davidjohnson13,davidjohnson13,https://www.instagram.com/davidjohnson13,davidjohnson13,571299510,9476,1095,53176.0,,,,,,
1629004,Svi Mykhailiuk,https://twitter.com/Sviat_10,Sviat_10,https://instagram.com/Sviat_10,Sviat_10,2766430999,46777,389,1729217.0,1878720.0,0.0,0.0,0.0,0.0,1729217.0
1629067,Isaac Bonga,https://twitter.com/isaacbonga,isaacbonga,https://instagram.com/izzy_b99,izzy_b99,822469101620723717,8725,66,1729217.0,0.0,0.0,0.0,0.0,0.0,0.0
1629139,Yuta Watanabe,https://twitter.com/wacchi1013,wacchi1013,https://instagram.com/yutawatanabe12,yutawatanabe12,457459276,188091,4028,1762769.0,0.0,0.0,0.0,0.0,0.0,0.0
1630201,Malachi Flynn,https://twitter.com/malachiflynn,malachiflynn,https://instagram.com/malachiflynn,malachiflynn,889276999,12638,1802,2048040.0,2145720.0,3873025.0,0.0,0.0,0.0,4193760.0
1627832,Fred VanVleet,https://twitter.com/FredVanVleet,FredVanVleet,https://instagram.com/fredvanvleet,fredvanvleet,339241519,183342,6840,19675926.0,21250000.0,22824074.0,0.0,0.0,0.0,40925926.0
203920,Khem Birch,https://twitter.com/Khem_Birch,Khem_Birch,https://instagram.com/khembirch,khembirch,141090757,14680,182,6350000.0,6667750.0,6985000.0,0.0,0.0,0.0,20002750.0
1628449,Chris Boucher,https://twitter.com/chrisboucher,chrisboucher,https://instagram.com/slimmduck,slimmduck,852206745070051328,27595,233,7009615.0,0.0,0.0,0.0,0.0,0.0,7009615.0
1629018,Gary Trent Jr.,https://twitter.com/gtrentjr,gtrentjr,https://instagram.com/gtrentjr,gtrentjr,1306089967,78144,7539,16000000.0,17280000.0,18560000.0,0.0,0.0,0.0,33280000.0
1627783,Pascal Siakam,https://twitter.com/pskills43,pskills43,https://instagram.com/pskills43,pskills43,1546561830,142233,1675,31320000.0,33640000.0,35960000.0,0.0,0.0,0.0,100920000.0
1630625,Dalano Banton,https://twitter.com/DALANOBANTON,DALANOBANTON,https://instagram.com/_dubberdon,_dubberdon,1116493218512764928,8605,51,925258.0,1563518.0,0.0,0.0,0.0,0.0,925258.0
201566,Russell Westbrook,https://twitter.com/russwest44,russwest44,https://instagram.com/russwest44,russwest44,35982046,6839765,5967,44211146.0,47063478.0,0.0,0.0,0.0,0.0,44211146.0
2772,Trevor Ariza,https://twitter.com/TrevorAriza,TrevorAriza,https://instagram.com/trevrizza1,trevrizza1,69500255,71461,2635,2641691.0,0.0,0.0,0.0,0.0,0.0,2641691.0
201961,Wayne Ellington,https://twitter.com/WayneEllington,WayneEllington,https://instagram.com/wayneellington,wayneellington,372439064,51454,1800,2641691.0,0.0,0.0,0.0,0.0,0.0,2641691.0
203076,Anthony Davis,https://twitter.com/AntDavis23,AntDavis23,https://instagram.com/antdavis23,antdavis23,159113258,2184592,4938,35361360.0,37980720.0,40600080.0,43219440.0,0.0,0.0,113942160.0
1629659,Talen Horton-Tucker,https://twitter.com/Thortontucker,Thortontucker,https://instagram.com/5talen,5talen,2272672902,81811,21014,9500000.0,10260000.0,11020000.0,0.0,0.0,0.0,19760000.0
2544,LeBron James,https://twitter.com/KingJames,KingJames,https://instagram.com/kingjames,kingjames,23083404,50745912,8253,41180544.0,44474988.0,0.0,0.0,0.0,0.0,85655532.0
2546,Carmelo Anthony,https://twitter.com/carmeloanthony,carmeloanthony,https://instagram.com/carmeloanthony,carmeloanthony,42384760,9266281,3327,2641691.0,0.0,0.0,0.0,0.0,0.0,2641691.0
203145,Kent Bazemore,https://twitter.com/24Bazemore,24Bazemore,https://instagram.com/24baze,24baze,29356531,78490,2289,2401537.0,0.0,0.0,0.0,0.0,0.0,2401537.0
201599,DeAndre Jordan,https://twitter.com/DeAndre,DeAndre,https://instagram.com/deandre,deandre,47506568,1155837,9965,21034448.0,15655814.0,0.0,0.0,0.0,0.0,18345131.0
1628370,Malik Monk,https://twitter.com/AhmadMonk,AhmadMonk,https://instagram.com/ahmad_monk,ahmad_monk,552289108,149697,386,1789256.0,0.0,0.0,0.0,0.0,0.0,1789256.0
1629134,Kendrick Nunn,https://twitter.com/nunnbetter_,nunnbetter_,https://instagram.com/nunnbetter_,nunnbetter_,108147336,38294,9111,5000000.0,5250000.0,0.0,0.0,0.0,0.0,5000000.0
1626169,Stanley Johnson,https://twitter.com/iAmSJ,iAmSJ,https://instagram.com/stanimal,stanimal,1323936524,58171,8014,4443080.0,11757605.0,0.0,0.0,0.0,0.0,5115543.0
