playerid,name,br_url
1629011,Mitchell Robinson,https://www.basketball-reference.com/players/r/robinmi01.html
203944,Julius Randle,https://www.basketball-reference.com/players/r/randlju01.html
1630579,Jericho Sims,https://www.basketball-reference.com/players/s/simsje01.html
201959,Taj Gibson,https://www.basketball-reference.com/players/g/gibsota01.html
1629677,Luka Samanic,https://www.basketball-reference.com/players/s/samanlu01.html
1629712,Didi Louzada,https://www.basketball-reference.com/players/l/louzama01.html
1629627,Zion Williamson,https://www.basketball-reference.com/players/w/willizi01.html
1628404,Josh Hart,https://www.basketball-reference.com/players/h/hartjo01.html
1628984,Devonte' Graham,https://www.basketball-reference.com/players/g/grahade01.html
1630529,Herbert Jones,https://www.basketball-reference.com/players/j/joneshe01.html
1629638,Nickeil Alexander-Walker,https://www.basketball-reference.com/players/a/alexani01.html
1630230,Naji Marshall,https://www.basketball-reference.com/players/m/marshna01.html
1626195,Willy Hernangomez,https://www.basketball-reference.com/players/h/hernawi01.html
1629637,Jaxson Hayes,https://www.basketball-reference.com/players/h/hayesja02.html
1629109,Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html
1630184,Kira Lewis Jr.,https://www.basketball-reference.com/players/l/lewiski01.html
1627742,Brandon Ingram,https://www.basketball-reference.com/players/i/ingrabr01.html
1630631,Jose Alvarado,https://www.basketball-reference.com/players/a/alvarjo01.html
202685,Jonas Valanciunas,https://www.basketball-reference.com/players/v/valanjo01.html
1630530,Trey Murphy III,https://www.basketball-reference.com/players/m/murphtr02.html
203107,Tomas Satoransky,https://www.basketball-reference.com/players/s/satorto01.html
1629117,Wenyen Gabriel,https://www.basketball-reference.com/players/g/gabriwe01.html
202066,Garrett Temple,https://www.basketball-reference.com/players/t/templga01.html
203933,T.J. Warren,https://www.basketball-reference.com/players/w/warretj01.html
1630537,Chris Duarte,https://www.basketball-reference.com/players/d/duartch01.html
1630613,Duane Washington Jr.,https://www.basketball-reference.com/players/w/washidu02.html
202362,Lance Stephenson,https://www.basketball-reference.com/players/s/stephla01.html
1627763,Malcolm Brogdon,https://www.basketball-reference.com/players/b/brogdma01.html
203200,Justin Holiday,https://www.basketball-reference.com/players/h/holidju01.html
204456,T.J. McConnell,https://www.basketball-reference.com/players//m/mccontj01.html
1627734,Domantas Sabonis,https://www.basketball-reference.com/players/s/sabondo01.html
1629052,Oshae Brissett,https://www.basketball-reference.com/players/b/brissos01.html
1628470,Torrey Craig,https://www.basketball-reference.com/players/c/craigto01.html
1627747,Caris LeVert,https://www.basketball-reference.com/players/l/leverca01.html
1630543,Isaiah Jackson,https://www.basketball-reference.com/players/j/jacksis01.html
203087,Jeremy Lamb,https://www.basketball-reference.com/players/l/lambje01.html
1626208,Keifer Sykes,https://www.basketball-reference.com/players/s/sykeske01.html
1630678,Terry Taylor,https://www.basketball-reference.com/players/t/taylote01.html
1626167,Myles Turner,https://www.basketball-reference.com/players/t/turnemy01.html
1629048,Goga Bitadze,https://www.basketball-reference.com/players/b/bitadgo01.html
1630169,Tyrese Haliburton,https://www.basketball-reference.com/players/h/halibty01.html
1629056,Terence Davis,https://www.basketball-reference.com/players/d/daviste02.html
1628368,De'Aaron Fox,https://www.basketball-reference.com/players/f/foxde01.html
1629002,Chimezie Metu,https://www.basketball-reference.com/players/m/metuch01.html
203090,Maurice Harkless,https://www.basketball-reference.com/players/h/harklma01.html
202684,Tristan Thompson,https://www.basketball-reference.com/players/t/thomptr01.html
1630558,Davion Mitchell,https://www.basketball-reference.com/players/m/mitchda01.html
1630218,Robert Woodard II,https://www.basketball-reference.com/players/w/woodaro01.html
1630186,Jahmi'us Ramsey,https://www.basketball-reference.com/players/r/ramseja01.html
1626158,Richaun Holmes,https://www.basketball-reference.com/players/h/holmeri01.html
1629663,Louis King,https://www.basketball-reference.com/players/k/kinglo02.html
1627741,Buddy Hield,https://www.basketball-reference.com/players/h/hieldbu01.html
203458,Alex Len,https://www.basketball-reference.com/players/l/lenal01.html
1627745,Damian Jones,https://www.basketball-reference.com/players/j/jonesda03.html
1628963,Marvin Bagley III,https://www.basketball-reference.com/players/b/baglema01.html
203084,Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html
1629674,Neemias Queta,https://www.basketball-reference.com/players/q/quetane01.html
1628983,Shai Gilgeous-Alexander,https://www.basketball-reference.com/players/g/gilgesh01.html
1630581,Josh Giddey,https://www.basketball-reference.com/players/g/giddejo01.html
1629652,Luguentz Dort,https://www.basketball-reference.com/players/d/dortlu01.html
1629647,Darius Bazley,https://www.basketball-reference.com/players/b/bazleda01.html
1628778,Paul Watson,https://www.basketball-reference.com/players/w/watsopa01.html
1630177,Theo Maledon,https://www.basketball-reference.com/players/m/maledth01.html
202324,Derrick Favors,https://www.basketball-reference.com/players/f/favorde01.html
1629660,Ty Jerome,https://www.basketball-reference.com/players/j/jeromty01.html
1630197,Aleksej Pokusevski,https://www.basketball-reference.com/players/p/pokusal01.html
1630598,Aaron Wiggins,https://www.basketball-reference.com/players/w/wiggiaa01.html
1629676,Isaiah Roby,https://www.basketball-reference.com/players/r/robyis01.html
1630544,Tre Mann,https://www.basketball-reference.com/players/m/manntr01.html
1629603,Mamadi Diakite,https://www.basketball-reference.com/players/d/diakima01.html
1630249,Vit Krejci,https://www.basketball-reference.com/players/k/krejcvi01.html
203488,Mike Muscala,https://www.basketball-reference.com/players/m/muscami01.html
1629026,Kenrich Williams,https://www.basketball-reference.com/players/w/willike04.html
1630526,Jeremiah Robinson-Earl,https://www.basketball-reference.com/players/r/robinje02.html
1630607,Chris Smith,https://www.basketball-reference.com/players/s/smithch07.html
1630595,Cade Cunningham,https://www.basketball-reference.com/players/c/cunnica01.html
1630199,Cassius Stanley,https://www.basketball-reference.com/players/s/stanlca01.html
1628402,Frank Jackson,https://www.basketball-reference.com/players/j/jacksfr01.html
1628977,Hamidou Diallo,https://www.basketball-reference.com/players/d/diallha01.html
1630165,Killian Hayes,https://www.basketball-reference.com/players/h/hayeski01.html
1626168,Trey Lyles,https://www.basketball-reference.com/players/l/lylestr01.html
203924,Jerami Grant,https://www.basketball-reference.com/players/g/grantje01.html
1630587,Isaiah Livers,https://www.basketball-reference.com/players/l/liveris01.html
203482,Kelly Olynyk,https://www.basketball-reference.com/players/o/olynyke01.html
203585,Rodney McGruder,https://www.basketball-reference.com/players/m/mcgruro01.html
202709,Cory Joseph,https://www.basketball-reference.com/players/j/josepco01.html
1628367,Josh Jackson,https://www.basketball-reference.com/players/j/jacksjo02.html
1630691,Jamorko Pickett,https://www.basketball-reference.com/players/p/pickeja01.html
1630191,Isaiah Stewart,https://www.basketball-reference.com/players/s/stewais01.html
1630240,Saben Lee,https://www.basketball-reference.com/players/l/leesa01.html
1630180,Saddiq Bey,https://www.basketball-reference.com/players/b/beysa01.html
1630568,Luka Garza,https://www.basketball-reference.com/players/g/garzalu01.html
1628371,Jonathan Isaac,https://www.basketball-reference.com/players/i/isaacjo01.html
1629643,Chuma Okeke,https://www.basketball-reference.com/players/o/okekech01.html
1630591,Jalen Suggs,https://www.basketball-reference.com/players/s/suggsja01.html
1628964,Mo Bamba,https://www.basketball-reference.com/players/b/bambamo01.html
203487,Michael Carter-Williams,https://www.basketball-reference.com/players/c/cartemi01.html
1630181,R.J. Hampton,https://www.basketball-reference.com/players/h/hamptrj01.html
203914,Gary Harris,https://www.basketball-reference.com/players/h/harriga01.html
1629649,Ignas Brazdeikis,https://www.basketball-reference.com/players/b/brazdig01.html
1628365,Markelle Fultz,https://www.basketball-reference.com/players/f/fultzma01.html
1629021,Moritz Wagner,https://www.basketball-reference.com/players/w/wagnemo01.html
1630532,Franz Wagner,https://www.basketball-reference.com/players/w/wagnefr01.html
1629678,Admiral Schofield,https://www.basketball-reference.com/players/s/schofad01.html
203082,Terrence Ross,https://www.basketball-reference.com/players/r/rosste01.html
201577,Robin Lopez,https://www.basketball-reference.com/players/l/lopezro01.html
1628976,Wendell Carter Jr.,https://www.basketball-reference.com/players/c/cartewe01.html
1630175,Cole Anthony,https://www.basketball-reference.com/players/a/anthoco01.html
202734,E'Twaun Moore,https://www.basketball-reference.com/players/m/mooreet01.html
1630224,Jalen Green,https://www.basketball-reference.com/players/g/greenja05.html
202322,John Wall,https://www.basketball-reference.com/players/w/walljo01.html
1628021,David Nwaba,https://www.basketball-reference.com/players/n/nwabada01.html
1629645,Kevin Porter Jr.,https://www.basketball-reference.com/players/p/porteke02.html
1630231,Kenyon Martin Jr.,https://www.basketball-reference.com/players/m/martike01.html
1629717,Armoni Brooks,https://www.basketball-reference.com/players/b/brookar01.html
1630256,Jae'Sean Tate,https://www.basketball-reference.com/players/t/tateja01.html
1630528,Josh Christopher,https://www.basketball-reference.com/players/c/chrisjo01.html
201569,Eric Gordon,https://www.basketball-reference.com/players/g/gordoer01.html
201571,D.J. Augustin,https://www.basketball-reference.com/players/a/augusdj01.html
1630227,Daishen Nix,https://www.basketball-reference.com/players/n/nixda01.html
1630586,Usman Garuba,https://www.basketball-reference.com/players/g/garubus01.html
1630243,Trevelin Queen,https://www.basketball-reference.com/players/q/queentr01.html
1629726,Garrison Mathews,https://www.basketball-reference.com/players/m/mathega01.html
1628464,Daniel Theis,https://www.basketball-reference.com/players/t/theisda01.html
1630578,Alperen Sengun,https://www.basketball-reference.com/players/s/sengual01.html
1626174,Christian Wood,https://www.basketball-reference.com/players/w/woodch01.html
