playerid,inst_id,inst_followers,inst_follows,inst_posts,inst_likes_12,inst_comments_12,inst_likes_per_week,inst_comments_per_week
1628379,308110609,204849,378,164,19810,464,1575.7954545454545,36.90909090909091
1629599,1299470741,3,3,19,0,0,0.0,0.0
202694,21005865,343231,506,137,35985,1784,2152.948717948718,106.73504273504273
201586,23489943,1204952,198,390,245132,2828,16342.133333333333,188.53333333333333
202339,14625094,532720,887,2,2774,41,9709.0,143.5
202331,18706841,9312430,723,1483,1198884,150,76292.61818181818,9.545454545454547
1629611,329743334,135028,1074,56,123126,1775,10260.5,147.91666666666666
1630554,183949719,70886,719,61,26718,155,1889.1515151515152,10.95959595959596
1626159,19925513,562888,716,161,56238,1071,6056.4,115.33846153846153
201587,1206281444,274255,258,1106,101122,688,7953.415730337079,54.1123595505618
1627826,199739760,163983,350,225,0,0,0.0,0.0
1630553,1999045428,51356,193,8,7790,91,681.625,7.9624999999999995
1628392,451221236,49674,535,68,32320,1518,3099.178082191781,145.56164383561642
1628970,206083375,611523,554,66,892979,10345,53426.094017094016,618.9316239316239
1630163,400590656,8028811,98,346,7897626,36776,691042.275,3217.9
1626179,0,0,0,0,0,0,0.0,0.0
1630547,2276979488,126551,309,10,51443,529,3334.2685185185182,34.28703703703704
1629667,25816677,22205,583,15,3129,54,326.91044776119406,5.641791044776119
202397,15517087,44050,790,338,0,0,0.0,0.0
1628998,316823498,42071,873,22,0,0,0.0,0.0
1626162,31132670,1922083,4,137,1568980,4076,120690.76923076923,313.53846153846155
1630208,292299964,87876,457,28,22591,115,1630.278350515464,8.298969072164947
1630575,317567705,131966,2587,7,16814,211,4203.5,52.75
202330,17434027,1283770,86,607,123328,729,9922.942528735632,58.6551724137931
1630550,5775202973,30366,400,14,0,0,0.0,0.0
1630176,1265269112,141932,134,3,11085,22,1212.421875,2.40625
1630539,10881353,63630,1064,58,7387,173,502.02912621359224,11.757281553398059
203486,22168674870,417,269,35,0,0,0.0,0.0
1629023,177027714,309906,565,451,150712,1286,18508.491228070176,157.9298245614035
1629083,273521921,11151,344,371,671,11,130.4722222222222,2.138888888888889
1626156,48674086,3558898,507,424,373353,1705,22337.358974358973,102.008547008547
1630162,4832972638,909955,375,17,961719,6231,87429.0,566.4545454545455
1630183,221091943,63870,624,6,11943,332,950.0113636363636,26.40909090909091
1629669,285291116,37653,289,38,4966,124,327.94339622641513,8.18867924528302
1627736,1789586670,131935,374,18,55650,1036,3387.3913043478265,63.060869565217395
1629162,23979884,20875,1034,246,14961,402,1190.0795454545455,31.977272727272727
1629020,36621972,105227,395,208,109702,1372,8929.232558139534,111.67441860465115
1630195,1529294473,78559,957,68,48610,285,3956.627906976744,23.19767441860465
1627774,258545405,46427,507,105,16389,271,1015.2477876106195,16.787610619469028
1629675,1136253263,150145,213,14,66256,993,4254.972477064221,63.77064220183486
1627752,26942407,220072,280,47,13300,406,862.0370370370371,26.314814814814813
1630233,341055408,21591,360,22,32416,433,2578.5454545454545,34.44318181818182
1629006,278880259,93628,927,225,73124,905,4374.940170940171,54.14529914529914
201976,178418900,480133,597,154,140289,2039,10447.053191489362,151.8404255319149
1630593,276682957,29969,900,10,12537,459,776.6283185840708,28.43362831858407
1626157,20650588,3355639,398,463,268327,1740,93914.45,609.0
201609,1293075516,478607,263,242,73256,922,4459.060869565218,56.12173913043479
1628384,1184294703,221537,275,10,0,0,0.0,0.0
1630567,2286532645,437062,230,52,571278,5581,62483.53125,610.421875
1630173,39242295740,199,96,28,0,0,0.0,0.0
1630551,1413828570,20475,415,14,21194,444,1483.58,31.08
1630525,1020688443,27796,652,42,6334,157,410.537037037037,10.175925925925926
1629004,520917447,126119,412,119,9742,165,662.0776699029127,11.21359223300971
1629067,1611067921,51644,345,71,18351,252,1297.5454545454545,17.81818181818182
1629139,564037115,234849,354,130,161358,1373,9491.64705882353,80.76470588235294
1630201,899482211,60988,535,13,0,0,0.0,0.0
1627832,177332848,733538,775,736,407222,518,42545.58208955224,54.11940298507463
203920,15362937,32475,266,33,11908,138,1852.3555555555554,21.466666666666665
1628449,312132788,177471,972,81,77264,1374,15023.555555555555,267.16666666666663
1629018,334882397,278128,365,73,346538,292,20384.58823529412,17.176470588235293
1627783,640561992,685647,520,357,213427,1799,21042.098591549297,177.3661971830986
1630625,7016210109,67395,398,10,80363,1796,5682.232323232323,126.98989898989899
201566,20650647,19044074,1959,1353,2620952,25809,210881.19540229885,2076.5862068965516
2772,0,0,0,0,0,0,0.0,0.0
201961,2088240108,109678,660,205,57975,702,4141.071428571428,50.142857142857146
203076,36118956,7080101,660,448,1558549,9788,94050.37068965516,590.655172413793
1629659,213977784,415904,996,95,121387,199,7140.411764705882,11.705882352941176
2544,19410587,111881058,370,2274,12578605,82897,4002283.409090909,26376.318181818184
2546,7732613,7800219,530,1177,1119127,6989,122404.515625,764.421875
203145,15544702,243243,938,1849,93277,691,8705.853333333334,64.49333333333334
201599,13419018,1977533,84,321,124872,1164,8919.42857142857,83.14285714285714
1628370,22543622,541777,363,359,614795,8014,44828.802083333336,584.3541666666667
1629134,18264024,293741,333,57,89231,1267,5431.452173913044,77.12173913043479
1626169,11216989,295705,227,39,17802,493,1538.4444444444446,42.60493827160494
1630559,189668635,227004,351,29,297103,4152,26325.58227848101,367.89873417721515
202340,0,0,0,0,0,0,0.0,0.0
2730,215872698,3122574,494,182,463075,4236,43220.333333333336,395.36
1630222,1713147787,24726,213,16,11599,343,1476.2363636363636,43.654545454545456
1629635,969489645,94745,562,8,22797,155,1697.6489361702127,11.542553191489361
1628369,41157727,4063413,822,845,2956124,12919,173889.64705882352,759.9411764705883
1628408,183161137,67840,1723,250,23697,677,1417.7692307692307,40.5042735042735
1627759,143989928,2454849,957,153,721110,3821,42418.23529411765,224.76470588235293
1626196,6582531,280687,1051,959,106657,1407,9571.78205128205,126.26923076923077
1629641,1466997576,178650,399,72,30780,401,3714.8275862068963,48.39655172413793
1629626,186295512,1018683,38,13,339496,3036,38330.19354838709,342.7741935483871
1630202,331971684,187497,1086,249,107857,716,8988.083333333334,59.666666666666664
1629684,177109532,147879,1352,249,142774,1782,9253.87037037037,115.5
202683,2162452000,1501944,0,3564,151657,7635,55873.63157894737,2812.894736842105
1630174,295794871,72418,596,37,44271,358,3296.776595744681,26.659574468085104
1628981,464083393,72787,692,15,14998,410,1841.8596491228072,50.35087719298246
1630573,462621423,16629,784,40,4265,71,542.8181818181819,9.036363636363637
203935,256246990,600422,185,123,134389,43,8474.981981981982,2.7117117117117115
201143,10733526,540386,330,376,75182,933,5109.456310679612,63.407766990291265
1629057,35348500,152331,1347,64,156782,1532,10759.549019607843,105.13725490196079
203471,306626904,2125718,224,72,692185,7478,43261.5625,467.375
1630271,195243404,7063,602,65,3822,106,259.747572815534,7.203883495145631
203081,175434065,9431706,2406,4363,2201208,11591,296316.4615384615,1560.326923076923
1629014,52522573,195459,979,134,221420,2222,23845.230769230766,239.29230769230767
1630570,249813743,53754,978,48,54088,800,3441.9636363636364,50.909090909090914
203468,190420048,1409800,2160,1466,292991,4286,34182.28333333333,500.03333333333336
1630535,1514027415,279801,101,53,88574,486,9117.911764705883,50.029411764705884
1629642,302606520,200156,909,92,89201,1400,5477.254385964912,85.96491228070175
1628372,38227820,738438,1042,382,13655,99,1257.6973684210525,9.118421052631579
1626204,19928040,463813,586,563,84450,749,5231.41592920354,46.39823008849557
1629604,6715387855,15301,1025,47,21957,430,1384.6756756756756,27.117117117117115
203503,3212652021,52676,10,14,5264,198,320.41739130434786,12.052173913043479
1629833,19984830,16456,1254,145,12928,469,822.6909090909091,29.845454545454547
203463,29874123,377004,876,524,43105,726,5587.685185185185,94.11111111111111
1626181,20845570,334354,492,447,181137,2435,12679.59,170.45
203994,309305169,419282,482,1606,153254,1028,44699.083333333336,299.83333333333337
203496,211994399,256088,626,725,88337,1367,13442.58695652174,208.02173913043478
203469,3205525207,41299,253,142,10799,251,640.6186440677966,14.889830508474576
1626153,3445332991,124672,337,53,20623,580,1473.0714285714287,41.42857142857143
1630552,274327947,138679,208,5,0,0,0.0,0.0
1630536,259098131,887934,547,145,967739,4430,69836.83505154638,319.69072164948454
1628989,246921880,120999,805,84,56183,498,3511.4375,31.125
1630219,8207339267,18712,489,49,6416,183,377.4117647058824,10.764705882352942
101150,18233239,1220087,759,4082,70100,714,14020.0,142.8
1627789,403326050,63418,490,382,13218,45,973.9578947368421,3.3157894736842106
201568,403638583,417476,369,1076,171567,646,54589.5,205.54545454545456
203476,346543157,180632,523,674,70463,1067,6756.72602739726,102.31506849315068
1629027,21823686,4119924,130,469,1366360,6580,341590.0,1645.0
1629631,453103020,91420,348,6,7482,32,443.8474576271186,1.8983050847457628
203992,223869696,625090,915,728,376985,1674,43260.57377049181,192.09836065573774
203991,467304109,315702,293,167,185317,732,12717.833333333334,50.23529411764706
1630168,246335448,182537,298,36,56940,989,4109.072164948453,71.37113402061856
1628381,344780788,210466,609,9,36170,800,2280.990990990991,50.45045045045045
1628995,2195870625,244849,164,54,58499,43,3623.83185840708,2.663716814159292
