playerid,twit_id,twit_data
1630613,1145718133535195141,<generator object Paginator.flatten at 0x7ff3b6adef90>
202362,372618047,<generator object Paginator.flatten at 0x7ff3b6aea040>
1627763,1275824260091719682,<generator object Paginator.flatten at 0x7ff3b6aea0b0>
203200,1318989560,<generator object Paginator.flatten at 0x7ff3b6aea120>
204456,1947772669,<generator object Paginator.flatten at 0x7ff3b6aea190>
1627734,364013199,<generator object Paginator.flatten at 0x7ff3b6aea200>
1629052,327603737,<generator object Paginator.flatten at 0x7ff3b6aea270>
1628470,213455037,<generator object Paginator.flatten at 0x7ff3b6aea2e0>
1627747,2623831606,<generator object Paginator.flatten at 0x7ff3b6aea350>
1630543,856614037735559168,<generator object Paginator.flatten at 0x7ff3b6aea3c0>
203087,303465692,<generator object Paginator.flatten at 0x7ff3b6aea430>
1626208,287512655,<generator object Paginator.flatten at 0x7ff3b6aea4a0>
1630678,1016386681040199680,<generator object Paginator.flatten at 0x7ff3b6aea510>
1626167,560820176,<generator object Paginator.flatten at 0x7ff3b6aea580>
1629048,1151444386590470144,<generator object Paginator.flatten at 0x7ff3b6aea5f0>
1630169,1100946718693224448,<generator object Paginator.flatten at 0x7ff3b6aea660>
1629056,344798709,<generator object Paginator.flatten at 0x7ff3b6aea6d0>
1628368,4890418741,<generator object Paginator.flatten at 0x7ff3b6aea740>
1629002,288535111,<generator object Paginator.flatten at 0x7ff3b6aea7b0>
203090,64307053,<generator object Paginator.flatten at 0x7ff3b6aea820>
202684,66816759,<generator object Paginator.flatten at 0x7ff3b6aea890>
1630558,2202306567,<generator object Paginator.flatten at 0x7ff3b6aea900>
1630218,2885590794,<generator object Paginator.flatten at 0x7ff3b6aea970>
1630186,699844978286006272,<generator object Paginator.flatten at 0x7ff3b6aea9e0>
1626158,151284668,<generator object Paginator.flatten at 0x7ff3b6aeaa50>
1629663,775122046007336960,<generator object Paginator.flatten at 0x7ff3b6aeaac0>
1627741,174520063,<generator object Paginator.flatten at 0x7ff3b6aeab30>
203458,1538825629,<generator object Paginator.flatten at 0x7ff3b6aeaba0>
1627745,1684946220,<generator object Paginator.flatten at 0x7ff3b6aeac10>
1628963,2797019768,<generator object Paginator.flatten at 0x7ff3b6aeac80>
203084,555393138,<generator object Paginator.flatten at 0x7ff3b6aeacf0>
1629674,782491815689785344,<generator object Paginator.flatten at 0x7ff3b6aead60>
1628983,2873604528,<generator object Paginator.flatten at 0x7ff3b6aeadd0>
1630581,1150612989399093248,<generator object Paginator.flatten at 0x7ff3b6aeae40>
1629652,2949958191,<generator object Paginator.flatten at 0x7ff3b6aeaeb0>
1629647,3011471122,<generator object Paginator.flatten at 0x7ff3b6aeaf20>
1628778,900192978,<generator object Paginator.flatten at 0x7ff3b6aeaf90>
1630177,0,
202324,151728579,<generator object Paginator.flatten at 0x7ff3b6af4040>
1629660,1116736652960047105,<generator object Paginator.flatten at 0x7ff3b6af40b0>
1630197,2421052888,<generator object Paginator.flatten at 0x7ff3b6af4120>
1630598,2382906541,<generator object Paginator.flatten at 0x7ff3b6af4190>
1629676,1444425812,<generator object Paginator.flatten at 0x7ff3b6af4200>
1630544,821878412382007296,<generator object Paginator.flatten at 0x7ff3b6af4270>
1629603,1262492749,<generator object Paginator.flatten at 0x7ff3b6af42e0>
1630249,838439480084348928,<generator object Paginator.flatten at 0x7ff3b6af4350>
203488,0,
1629026,444357023,<generator object Paginator.flatten at 0x7ff3b6af43c0>
1630526,2955618033,<generator object Paginator.flatten at 0x7ff3b6af4430>
1630607,724620852755460096,<generator object Paginator.flatten at 0x7ff3b6af44a0>
1630595,718191913468211201,<generator object Paginator.flatten at 0x7ff3b6af4510>
1630199,714803670,<generator object Paginator.flatten at 0x7ff3b6af4580>
1628402,2218539384,<generator object Paginator.flatten at 0x7ff3b6af45f0>
1628977,2513781202,<generator object Paginator.flatten at 0x7ff3b6af4660>
1630165,1081639564228345860,<generator object Paginator.flatten at 0x7ff3b6af46d0>
1626168,232901524,<generator object Paginator.flatten at 0x7ff3b6af4740>
203924,272562079,<generator object Paginator.flatten at 0x7ff3b6af47b0>
1630587,975249576,<generator object Paginator.flatten at 0x7ff3b6af4820>
203482,281405595,<generator object Paginator.flatten at 0x7ff3b6af4890>
203585,1468865215,<generator object Paginator.flatten at 0x7ff3b6af4900>
202709,279697145,<generator object Paginator.flatten at 0x7ff3b6af4970>
1628367,2412019869,<generator object Paginator.flatten at 0x7ff3b6af49e0>
1630691,3539940015,<generator object Paginator.flatten at 0x7ff3b6af4a50>
1630191,3297734223,<generator object Paginator.flatten at 0x7ff3b6af4ac0>
1630240,3007277940,<generator object Paginator.flatten at 0x7ff3b6af4b30>
1630180,756596850434596864,<generator object Paginator.flatten at 0x7ff3b6af4ba0>
1630568,1374451580,<generator object Paginator.flatten at 0x7ff3b6af4c10>
1628371,2172852233,<generator object Paginator.flatten at 0x7ff3b6af4c80>
1629643,2200131510,<generator object Paginator.flatten at 0x7ff3b6af4cf0>
1630591,531506811,<generator object Paginator.flatten at 0x7ff3b6af4d60>
1628964,791091279580889089,<generator object Paginator.flatten at 0x7ff3b6af4dd0>
203487,155782494,<generator object Paginator.flatten at 0x7ff3b6af4e40>
1630181,736042213138796546,<generator object Paginator.flatten at 0x7ff3b6af4eb0>
203914,126458229,<generator object Paginator.flatten at 0x7ff3b6af4f20>
1629649,3307421506,<generator object Paginator.flatten at 0x7ff3b6af4f90>
1628365,1496917872,<generator object Paginator.flatten at 0x7ff3b6aff040>
1629021,542457164,<generator object Paginator.flatten at 0x7ff3b6aff0b0>
1630532,1404190041648242688,<generator object Paginator.flatten at 0x7ff3b6aff120>
1629678,271186255,<generator object Paginator.flatten at 0x7ff3b6aff190>
203082,231335961,<generator object Paginator.flatten at 0x7ff3b6aff200>
201577,48028402,<generator object Paginator.flatten at 0x7ff3b6aff270>
1628976,607519948,<generator object Paginator.flatten at 0x7ff3b6aff2e0>
1630175,3996123136,<generator object Paginator.flatten at 0x7ff3b6aff350>
202734,270072188,<generator object Paginator.flatten at 0x7ff3b6aff3c0>
1630224,701574192781602816,<generator object Paginator.flatten at 0x7ff3b6aff430>
202322,132389474,<generator object Paginator.flatten at 0x7ff3b6aff4a0>
1628021,4809548058,<generator object Paginator.flatten at 0x7ff3b6aff510>
1629645,2413645688,<generator object Paginator.flatten at 0x7ff3b6aff580>
1630231,3301348460,<generator object Paginator.flatten at 0x7ff3b6aff5f0>
1629717,1054933021038645249,<generator object Paginator.flatten at 0x7ff3b6aff660>
1630256,241354214,<generator object Paginator.flatten at 0x7ff3b6aff6d0>
1630528,2321821272,<generator object Paginator.flatten at 0x7ff3b6aff740>
201569,299242570,<generator object Paginator.flatten at 0x7ff3b6aff7b0>
201571,1145404516684226562,<generator object Paginator.flatten at 0x7ff3b6aff820>
1630227,4440258074,<generator object Paginator.flatten at 0x7ff3b6aff890>
1630586,1067724298603892736,<generator object Paginator.flatten at 0x7ff3b6aff900>
1630243,3335097551,<generator object Paginator.flatten at 0x7ff3b6aff970>
1629726,3103332430,<generator object Paginator.flatten at 0x7ff3b6aff9e0>
1628464,4044682379,<generator object Paginator.flatten at 0x7ff3b6affa50>
1630578,1101806852034232320,<generator object Paginator.flatten at 0x7ff3b6affac0>
1626174,296065053,<generator object Paginator.flatten at 0x7ff3b6affb30>
